DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
2019-05-28,0.2992125984251969,0.0,0.0,84.02,60.08,64.04
2019-05-29,0.0,0.0,0.0,89.96000000000001,62.959999999999994,64.04
2019-05-30,0.0,0.0,0.0,91.03999999999999,60.980000000000004,62.059999999999995
2019-05-31,0.0984251968503937,0.0,0.0,80.96,57.02,57.02
2019-06-01,0.0,0.0,0.0,82.94,55.04,55.04
2019-06-02,0.0,0.0,0.0,82.94,55.04,57.92
2019-06-03,0.07086614173228346,0.0,0.0,80.96,46.04,46.94
2019-06-04,0.0,0.0,0.0,73.94,41.0,42.980000000000004
2019-06-05,0.0,0.0,0.0,77.0,42.980000000000004,62.059999999999995
2019-06-06,0.05118110236220473,0.0,0.0,78.08,60.980000000000004,68.0
2019-06-07,0.0,0.0,0.0,87.08000000000001,60.980000000000004,60.980000000000004
2019-06-08,0.0,0.0,0.0,78.08,60.980000000000004,62.059999999999995
2019-06-09,0.0,0.0,0.0,80.96,62.059999999999995,66.02
2019-06-10,0.2283464566929134,0.0,0.0,69.98,59.0,59.0
2019-06-11,0.1889763779527559,0.0,0.0,69.08,59.0,60.08
2019-06-12,0.0,0.0,0.0,78.98,48.92,48.92
2019-06-13,0.1889763779527559,0.0,0.0,75.92,48.02,57.02
2019-06-14,0.20078740157480315,0.0,0.0,77.0,48.02,57.02
2019-06-15,0.0,0.0,0.0,75.02,46.04,46.04
2019-06-16,0.0,0.0,0.0,75.02,57.019999999999996,59.540000000000006
2019-06-17,0.0,0.0,0.0,89.96000000000001,62.51,73.04
2019-06-18,0.0,0.0,0.0,87.98,68.0,73.04
2019-06-19,0.0984251968503937,0.0,0.0,80.96,64.94,64.94
2019-06-20,0.3503937007874016,0.0,0.0,84.02,64.94,69.08
2019-06-21,0.0,0.0,0.0,87.08000000000001,68.0,69.08
2019-06-22,0.0,0.0,0.0,82.04,55.94,59.0
2019-06-23,0.0,0.0,0.0,82.04,48.92,51.98
2019-06-24,0.0,0.0,0.0,84.91999999999999,51.98,66.02
2019-06-25,0.46850393700787407,0.0,0.0,87.98,64.04,68.0
2019-06-26,0.0,0.0,0.0,87.98,59.0,60.08
2019-06-27,0.0,0.0,0.0,93.02,59.0,64.04
2019-06-28,0.0984251968503937,0.0,0.0,93.02,62.959999999999994,64.04
2019-06-29,0.0984251968503937,0.0,0.0,91.94,62.959999999999994,69.08
2019-06-30,0.11023622047244094,0.0,0.0,93.91999999999999,68.0,71.06
2019-07-01,0.0,0.0,0.0,91.03999999999999,55.94,55.94
2019-07-02,0.0,0.0,0.0,87.08000000000001,55.94,55.94
2019-07-03,0.0,0.0,0.0,96.98,55.94,66.02
2019-07-04,0.0,0.0,0.0,93.02,66.02,68.0
2019-07-05,1.2519685039370079,0.0,0.0,93.02,68.0,69.08
2019-07-06,0.03149606299212599,0.0,0.0,89.06,68.0,68.0
2019-07-07,0.0,0.0,0.0,93.02,68.0,71.06
2019-07-08,0.20866141732283466,0.0,0.0,86.0,71.06,71.06
2019-07-09,0.14173228346456693,0.0,0.0,75.02,59.0,59.0
2019-07-10,0.0,0.0,0.0,86.0,59.0,62.959999999999994
2019-07-11,0.0,0.0,0.0,89.06,62.959999999999994,73.04
2019-07-12,0.2204724409448819,0.0,0.0,87.98,64.04,66.92
2019-07-13,0.0,0.0,0.0,89.96000000000001,62.059999999999995,62.059999999999995
2019-07-14,0.0,0.0,0.0,91.94,62.059999999999995,66.02
2019-07-15,0.0,0.0,0.0,95.0,60.980000000000004,69.08
2019-07-16,0.0,0.0,0.0,95.0,66.02,75.02
2019-07-17,0.0,0.0,0.0,91.94,71.06,73.94
2019-07-18,0.0,0.0,0.0,96.08000000000001,71.06,75.02
2019-07-19,0.0,0.0,0.0,95.0,68.0,69.08
2019-07-20,0.0,0.0,0.0,98.96000000000001,69.08,73.04
2019-07-21,0.16929133858267717,0.0,0.0,98.96000000000001,71.96,75.02
2019-07-22,0.9488188976377954,0.0,0.0,100.03999999999999,66.92,69.08
2019-07-23,1.8582677165354333,0.0,0.0,86.0,64.04,64.94
2019-07-24,0.03149606299212599,0.0,0.0,78.08,57.02,57.92
2019-07-25,0.0,0.0,0.0,84.02,55.04,55.04
2019-07-26,0.0,0.0,0.0,84.02,55.489999999999995,57.92
2019-07-27,0.0,0.0,0.0,86.0,55.94,57.02
2019-07-28,0.0,0.0,0.0,89.06,59.99,64.94
2019-07-29,0.0,0.0,0.0,91.94,64.04,64.94
2019-07-30,0.0,0.0,0.0,93.02,64.94,66.02
2019-07-31,0.0984251968503937,0.0,0.0,91.94,64.04,66.02
2019-08-01,0.0984251968503937,0.0,0.0,80.06,60.08,62.059999999999995
2019-08-02,0.0,0.0,0.0,89.06,60.980000000000004,68.0
2019-08-03,0.0,0.0,0.0,87.08000000000001,64.04,71.06
2019-08-04,0.0,0.0,0.0,89.06,66.02,66.92
2019-08-05,0.0,0.0,0.0,89.96000000000001,60.980000000000004,62.959999999999994
2019-08-06,0.0,0.0,0.0,86.0,62.059999999999995,73.94
2019-08-07,0.0,0.0,0.0,91.03999999999999,64.04,66.02
2019-08-08,0.2519685039370079,0.0,0.0,87.98,64.04,66.02
2019-08-09,0.0,0.0,0.0,89.96000000000001,64.94,73.04
2019-08-10,0.0,0.0,0.0,89.06,53.06,55.04
2019-08-11,0.0,0.0,0.0,89.96000000000001,55.04,55.94
2019-08-12,0.0,0.0,0.0,86.0,55.04,55.04
2019-08-13,0.0,0.0,0.0,93.91999999999999,62.06,75.02
2019-08-14,0.9606299212598425,0.0,0.0,84.91999999999999,69.08,69.98
2019-08-15,0.0,0.0,0.0,87.98,64.94,66.02
2019-08-16,1.0984251968503937,0.0,0.0,82.04,64.04,64.94
2019-08-17,0.01968503937007874,0.0,0.0,87.98,64.94,66.92
2019-08-18,0.0,0.0,0.0,91.94,66.02,66.92
2019-08-19,0.40944881889763785,0.0,0.0,93.91999999999999,64.94,66.02
2019-08-20,0.01968503937007874,0.0,0.0,95.0,66.02,66.92
2019-08-21,0.2519685039370079,0.0,0.0,91.94,66.92,68.0
2019-08-22,0.07086614173228346,0.0,0.0,91.94,66.02,66.02
2019-08-23,0.0984251968503937,0.0,0.0,93.02,66.02,69.98
2019-08-24,0.6496062992125985,0.0,0.0,69.98,53.96,57.92
2019-08-25,0.0,0.0,0.0,75.02,51.08,51.08
2019-08-26,0.0,0.0,0.0,77.0,51.08,53.06
2019-08-27,0.03937007874015748,0.0,0.0,75.02,51.98,62.059999999999995
2019-08-28,0.0,0.0,0.0,75.92,60.980000000000004,68.0
2019-08-29,0.531496062992126,0.0,0.0,80.96,53.06,53.96
2019-08-30,0.0,0.0,0.0,82.94,53.96,55.04
2019-08-31,0.0,0.0,0.0,87.98,53.96,64.94
2019-09-01,0.0,0.0,0.0,84.02,64.94,66.02
2019-09-02,0.0,0.0,0.0,77.0,64.04,64.94
2019-09-03,0.4015748031496063,0.0,0.0,87.98,60.980000000000004,62.059999999999995
2019-09-04,0.0,0.0,0.0,86.0,60.980000000000004,62.059999999999995
2019-09-05,0.0,0.0,0.0,93.91999999999999,62.059999999999995,62.959999999999994
2019-09-06,0.0,0.0,0.0,75.02,60.980000000000004,62.059999999999995
2019-09-07,0.0,0.0,0.0,82.94,57.92,59.0
2019-09-08,0.0,0.0,0.0,82.94,51.98,53.06
2019-09-09,0.0,0.0,0.0,82.04,53.06,64.04
2019-09-10,0.0,0.0,0.0,82.04,53.06,59.0
2019-09-11,0.0,0.0,0.0,84.91999999999999,57.92,62.959999999999994
2019-09-12,0.12992125984251968,0.0,0.0,96.08000000000001,62.059999999999995,71.06
2019-09-13,0.0,0.0,0.0,96.08000000000001,62.059999999999995,68.0
2019-09-14,0.0,0.0,0.0,69.08,64.04,64.94
2019-09-15,0.01968503937007874,0.0,0.0,82.04,57.92,57.92
2019-09-16,0.0,0.0,0.0,86.0,55.94,57.02
2019-09-17,0.0,0.0,0.0,91.03999999999999,57.02,66.02
2019-09-18,0.0,0.0,0.0,78.98,46.94,48.02
2019-09-19,0.0,0.0,0.0,77.0,44.96,51.98
2019-09-20,0.0,0.0,0.0,73.04,39.92,41.0
2019-09-21,0.0,0.0,0.0,80.96,41.0,51.98
2019-09-22,0.0,0.0,0.0,89.06,51.08,60.980000000000004
2019-09-23,0.0,0.0,0.0,89.96000000000001,62.959999999999994,69.98
2019-09-24,0.07874015748031496,0.0,0.0,91.03999999999999,57.92,57.92
2019-09-25,0.0,0.0,0.0,78.98,44.96,46.04
2019-09-26,0.0,0.0,0.0,82.04,46.04,57.02
2019-10-01,0.14960629921259844,0.0,0.0,73.94,66.02,66.02
2019-10-02,0.0,0.0,0.0,89.96000000000001,66.02,71.06
2019-10-03,0.0,0.0,0.0,89.96000000000001,62.959999999999994,64.04
2019-10-04,0.0,0.0,0.0,89.96000000000001,62.959999999999994,64.04
2019-10-05,0.0,0.0,0.0,77.0,37.94,39.02
2019-10-06,0.0,0.0,0.0,66.02,44.959999999999994,59.0
2019-10-07,0.05118110236220473,0.0,0.0,70.52,48.47,64.94
2019-10-08,0.7007874015748032,0.0,0.0,75.02,51.98,53.06
2019-10-09,0.25984251968503935,0.0,0.0,60.980000000000004,50.0,51.08
2019-10-10,0.0,0.0,0.0,68.0,41.0,44.96
2019-10-11,0.0,0.0,0.0,71.96,41.0,42.08
2019-10-12,0.0,0.0,0.0,73.94,41.0,46.04
2019-10-13,0.0,0.0,0.0,69.98,39.92,44.06
2019-10-14,0.0,0.0,0.0,66.02,33.98,35.06
2019-10-15,0.0,0.0,0.0,73.94,33.98,37.94
2019-10-16,0.0,0.0,0.0,71.06,37.94,42.980000000000004
2019-10-17,0.5,0.0,0.0,57.02,42.980000000000004,48.92
2019-10-18,0.0,0.0,0.0,55.94,42.08,42.980000000000004
2019-10-19,0.0,0.0,0.0,62.059999999999995,30.02,30.02
2019-10-20,0.11023622047244094,0.0,0.0,62.959999999999994,28.94,48.92
2019-10-21,0.11811023622047245,0.0,0.0,53.96,48.92,51.08
2019-10-22,0.0,0.0,0.0,66.92,51.08,55.04
2019-10-23,0.5984251968503937,0.0,0.0,55.04,41.0,42.08
2019-10-24,0.0,0.0,0.0,69.08,32.0,33.08
2019-10-25,0.0,0.0,0.0,68.0,30.92,35.96
2019-10-26,0.0,0.0,0.0,66.02,41.0,51.08
2019-10-27,0.6496062992125985,0.0,0.0,64.04,51.08,51.98
2019-10-28,0.0,0.0,0.0,75.92,41.0,48.92
2019-10-29,0.0,0.0,0.0,69.98,44.06,46.04
2019-10-30,0.0,0.0,0.0,69.98,44.06,55.04
2019-10-31,0.421259842519685,0.0,0.0,64.04,53.96,57.92
2019-11-01,0.7992125984251969,0.0,0.0,73.94,39.92,41.0
2019-11-02,0.0,0.0,0.0,51.08,24.98,26.060000000000002
2019-11-03,0.0,0.0,0.0,53.96,24.98,33.08
2019-11-04,0.0,0.0,0.0,55.04,26.060000000000002,26.96
2019-11-05,0.0,0.0,0.0,59.0,26.96,39.02
2019-11-06,0.0,0.0,0.0,69.08,30.92,32.0
2019-11-07,0.0,0.0,0.0,59.0,30.02,46.04
2019-11-08,0.0,0.0,0.0,62.059999999999995,30.92,32.0
2019-11-09,0.0,0.0,0.0,41.0,17.06,17.06
2019-11-10,0.0,0.0,0.0,42.08,17.06,37.94
2019-11-11,0.0,0.0,0.0,59.0,30.02,32.0
2019-11-12,0.2913385826771654,0.0,0.0,69.08,32.0,42.08
2019-11-13,0.0,0.0,0.0,42.08,15.979999999999997,17.96
2019-11-14,0.0,0.0,0.0,35.96,15.979999999999997,15.979999999999997
2019-11-15,0.0,0.0,0.0,48.02,15.979999999999997,24.98
2019-11-16,0.0,0.0,0.0,53.96,24.08,35.06
2019-11-17,0.0,0.0,0.0,42.980000000000004,21.02,30.02
2019-11-18,0.0,0.0,0.0,39.02,28.94,33.98
2019-11-19,0.0,0.0,0.0,41.0,33.98,37.04
2019-11-20,0.0,0.0,0.0,46.489999999999995,30.02,32.0
2019-11-21,0.0,0.0,0.0,51.98,26.060000000000002,26.96
2019-11-22,0.0,0.0,0.0,53.96,26.060000000000002,50.0
2019-11-23,0.0,0.0,0.0,55.04,21.92,23.0
2019-11-24,0.25984251968503935,0.0,0.0,46.94,19.939999999999998,39.92
2019-11-25,0.0,0.0,0.0,48.92,30.02,33.08
2019-11-26,0.0,0.0,0.0,59.0,28.04,28.04
2019-11-27,0.0,0.0,0.0,64.94,26.96,41.0
2019-11-28,0.0,0.0,0.0,64.94,41.0,41.0
2019-11-29,0.0,0.0,0.0,42.980000000000004,33.98,37.04
2019-11-30,0.0,0.0,0.0,51.08,35.96,37.94
2019-12-01,0.05118110236220473,0.0,0.0,42.08,33.98,35.06
2019-12-02,0.3700787401574803,0.0,0.0,39.02,35.06,39.02
2019-12-03,0.0,0.0,0.0,46.04,33.98,37.04
2019-12-04,0.0,0.0,0.0,44.96,28.04,28.94
2019-12-05,0.0,0.0,0.0,48.02,28.94,35.06
2019-12-06,0.0,0.0,0.0,44.06,26.060000000000002,32.0
2019-12-07,0.0,0.0,0.0,53.06,23.0,23.0
2019-12-08,0.0,0.0,0.0,44.06,15.979999999999997,15.979999999999997
2019-12-09,0.0,0.0,0.0,46.04,15.979999999999997,35.06
2019-12-10,0.1889763779527559,0.0,0.0,51.98,35.06,51.08
2019-12-11,0.16141732283464566,0.0,0.0,55.94,28.04,30.02
2019-12-12,0.0,0.0,0.0,39.92,19.04,19.939999999999998
2019-12-13,0.0,0.0,0.0,37.94,17.96,30.02
2019-12-14,0.4881889763779528,0.0,0.0,35.06,30.02,36.5
2019-12-15,0.0984251968503937,0.0,0.0,46.94,29.48,42.980000000000004
2019-12-16,0.1889763779527559,0.7874015748031497,0.984251968503937,50.0,28.94,30.92
2019-12-17,0.3897637795275591,0.0,0.0,33.98,30.92,32.0
2019-12-18,0.0,0.0,0.0,37.94,23.0,24.08
2019-12-19,0.0,0.0,0.0,37.94,17.96,17.96
2019-12-20,0.0,0.0,0.0,35.06,12.020000000000003,12.920000000000002
2019-12-21,0.0,0.0,0.0,37.94,12.920000000000002,17.96
2019-12-22,0.0,0.0,0.0,35.96,15.079999999999998,15.079999999999998
2019-12-23,0.0,0.0,0.0,53.06,15.079999999999998,19.939999999999998
2019-12-24,0.0,0.0,0.0,55.04,19.939999999999998,23.0
2019-12-25,0.0,0.0,0.0,51.08,19.939999999999998,21.02
2019-12-26,0.0,0.0,0.0,50.0,19.04,23.0
2019-12-27,0.0,0.0,0.0,53.96,25.52,33.98
2019-12-28,0.0,0.0,0.0,62.059999999999995,32.0,33.08
2019-12-29,0.0,0.0,0.0,62.959999999999994,32.0,35.96
2019-12-30,0.40944881889763785,0.0,0.0,48.92,35.96,44.06
2019-12-31,0.07086614173228346,0.0,0.0,55.04,39.02,39.92
2020-01-01,0.0,0.0,0.0,51.08,35.96,35.96
2020-01-02,0.0,0.0,0.0,46.94,21.02,21.92
2020-01-03,0.11023622047244094,0.0,0.0,51.98,21.02,42.08
2020-01-04,0.1811023622047244,0.0,0.0,51.08,42.08,48.02
2020-01-05,0.07086614173228346,0.0,0.0,60.08,33.98,33.98
2020-01-06,0.0,0.0,0.0,42.08,24.08,41.0
2020-01-07,0.0,0.0,0.0,51.08,23.0,26.060000000000002
2020-01-08,0.33070866141732286,4.015748031496063,4.015748031496063,33.98,17.06,33.08
2020-01-09,0.0,0.0,2.0078740157480315,42.08,15.979999999999997,17.06
2020-01-10,0.0,0.0,0.0,37.94,14.0,30.02
2020-01-11,0.0,0.0,0.0,57.92,30.02,57.02
2020-01-12,0.33858267716535434,0.0,0.0,69.08,51.08,60.980000000000004
2020-01-13,0.0,0.0,0.0,66.02,30.92,30.92
2020-01-14,0.0,0.0,0.0,51.08,30.92,37.94
2020-01-15,0.0984251968503937,0.0,0.0,48.02,37.94,39.02
2020-01-16,0.0,0.0,0.0,57.02,35.06,51.98
2020-01-17,0.0,0.0,0.0,51.98,26.96,26.96
2020-01-18,0.03937007874015748,0.31496062992125984,0.0,35.96,19.04,24.08
2020-01-19,0.0,0.0,0.0,42.980000000000004,19.04,41.0
2020-01-20,0.0,0.0,0.0,41.0,19.04,19.04
2020-01-21,0.0,0.0,0.0,33.98,15.979999999999997,17.06
2020-01-22,0.0,0.0,0.0,35.06,12.020000000000003,12.920000000000002
2020-01-23,0.0,0.0,0.0,39.02,10.940000000000001,15.079999999999998
2020-01-24,0.0,0.0,0.0,41.0,15.079999999999998,26.060000000000002
2020-01-25,1.4803149606299213,0.0,0.0,44.06,26.060000000000002,39.92
2020-01-26,0.0,0.0,0.0,50.0,30.92,35.96
2020-01-27,0.0,0.0,0.0,46.04,33.08,39.02
2020-01-28,0.0,0.0,0.0,48.02,35.96,35.96
2020-01-29,0.0,0.0,0.0,48.02,33.98,33.98
2020-01-30,0.0,0.0,0.0,42.980000000000004,17.96,19.939999999999998
2020-01-31,0.0,0.0,0.0,37.94,17.96,30.02
2020-02-01,0.0,0.0,0.0,42.08,23.0,26.060000000000002
2020-02-02,0.11811023622047245,0.0,0.0,44.06,26.060000000000002,35.96
2020-02-03,0.0,0.0,0.0,60.08,33.08,41.0
2020-02-04,0.0,0.0,0.0,69.08,37.04,62.059999999999995
2020-02-05,0.01968503937007874,0.0,0.0,66.92,42.08,42.980000000000004
2020-02-06,0.8188976377952757,0.0,0.0,42.980000000000004,33.98,37.04
2020-02-07,0.27165354330708663,0.0,0.0,44.96,30.92,44.96
2020-02-08,0.4015748031496063,0.0,0.0,44.96,30.02,30.92
2020-02-09,0.0,0.0,0.0,42.980000000000004,21.92,21.92
2020-02-10,0.0,0.0,0.0,48.02,21.02,42.08
2020-02-11,0.3700787401574803,0.0,0.0,51.08,39.02,46.94
2020-02-12,0.03937007874015748,0.0,0.0,48.92,32.0,33.98
2020-02-13,0.16141732283464566,0.0,0.0,42.980000000000004,33.08,42.980000000000004
2020-02-14,0.0,0.0,0.0,55.94,32.0,32.0
2020-02-15,0.0,0.0,0.0,37.04,8.96,10.04
2020-02-16,0.0,0.0,0.0,37.04,10.04,33.08
2020-02-17,0.0,0.0,0.0,51.98,24.98,26.060000000000002
2020-02-18,0.0,0.0,0.0,51.98,26.060000000000002,42.08
2020-02-19,0.0,0.0,0.0,60.980000000000004,37.94,39.02
2020-02-20,0.0,0.0,0.0,51.98,24.08,28.94
2020-02-21,0.0,0.0,0.0,37.04,15.979999999999997,15.979999999999997
2020-02-22,0.0,0.0,0.0,39.02,12.920000000000002,14.0
2020-02-23,0.0,0.0,0.0,53.96,12.920000000000002,12.920000000000002
2020-02-24,0.0,0.0,0.0,59.0,12.920000000000002,26.060000000000002
2020-02-25,0.0905511811023622,0.0,0.0,60.08,24.98,41.0
2020-02-26,0.0,0.0,0.0,50.0,41.0,46.04
2020-02-27,0.4015748031496063,0.0,0.0,53.06,30.92,33.98
2020-02-28,0.0,0.0,0.0,35.96,28.94,33.08
2020-02-29,0.0,0.0,0.0,42.980000000000004,24.98,24.98
2020-03-01,0.0,0.0,0.0,37.04,17.06,24.08
2020-03-02,0.0,0.0,0.0,53.96,17.06,42.980000000000004
2020-03-03,0.03149606299212599,0.0,0.0,64.94,37.04,37.04
2020-03-04,0.03149606299212599,0.0,0.0,68.0,37.04,44.96
2020-03-05,0.0,0.0,0.0,64.04,32.0,32.0
2020-03-06,0.0,0.0,0.0,53.96,26.060000000000002,30.02
2020-03-07,0.0,0.0,0.0,51.98,30.02,35.96
2020-03-08,0.0,0.0,0.0,50.0,23.0,26.96
2020-03-09,0.0,0.0,0.0,64.04,24.08,46.04
2020-03-10,0.0,0.0,0.0,75.02,42.08,53.06
2020-03-11,0.0,0.0,0.0,69.98,33.98,33.98
2020-03-12,0.0,0.0,0.0,57.92,32.0,35.96
2020-03-13,0.20078740157480315,0.0,0.0,64.94,33.98,55.04
2020-03-14,0.0,0.0,0.0,73.04,39.02,39.92
2020-03-15,0.16929133858267717,0.0,0.0,57.02,35.06,35.06
2020-03-16,0.27165354330708663,0.0,0.0,57.02,24.98,24.98
2020-03-17,0.01968503937007874,0.0,0.0,48.02,24.08,41.0
2020-03-18,0.0,0.0,0.0,64.94,32.0,33.08
2020-03-19,0.5708661417322834,0.0,0.0,53.06,28.94,48.02
2020-03-20,0.0,0.0,0.0,73.04,48.02,64.04
2020-03-21,0.0,0.0,0.0,80.96,46.04,46.94
2020-03-22,0.0,0.0,0.0,50.0,33.98,35.06
2020-03-23,0.0,0.0,0.0,48.92,33.08,37.94
2020-03-24,0.0984251968503937,0.0,0.0,48.92,33.08,37.94
2020-03-25,0.14960629921259844,0.0,0.0,51.98,37.94,42.08
2020-03-26,0.2283464566929134,0.0,0.0,42.980000000000004,39.02,39.92
2020-03-27,0.0,0.0,0.0,62.059999999999995,39.02,42.980000000000004
2020-03-28,0.27165354330708663,0.0,0.0,64.94,41.0,51.98
2020-03-29,0.3503937007874016,0.0,0.0,64.04,48.92,48.92
2020-03-30,0.0,0.0,0.0,77.0,48.02,55.94
2020-03-31,0.0,0.0,0.0,73.04,44.96,44.96
2020-04-01,0.24015748031496062,0.0,0.0,51.08,37.04,37.04
2020-04-02,0.0,0.0,0.0,53.96,37.04,39.02
2020-04-03,0.0,0.0,0.0,60.980000000000004,39.02,42.08
2020-04-04,0.0,0.0,0.0,66.02,32.0,32.0
2020-04-05,0.0,0.0,0.0,62.959999999999994,30.92,33.98
2020-04-06,0.0,0.0,0.0,71.06,33.98,51.98
2020-04-07,0.0,0.0,0.0,71.06,42.08,50.0
2020-04-08,0.8188976377952757,0.0,0.0,71.06,48.92,55.94
2020-04-09,0.1811023622047244,0.0,0.0,77.0,44.96,50.0
2020-04-10,0.0,0.0,0.0,66.92,37.04,37.94
2020-04-11,0.0,0.0,0.0,66.92,33.98,33.98
2020-04-12,0.0,0.0,0.0,62.059999999999995,30.92,37.94
2020-04-13,0.5787401574803149,0.0,0.0,69.08,37.94,57.92
2020-04-14,0.40944881889763785,0.0,0.0,73.94,39.92,39.92
2020-04-15,0.25984251968503935,0.0,0.0,75.02,33.98,35.06
2020-04-16,0.0,0.0,0.0,53.06,30.92,35.96
2020-04-17,0.0,0.0,0.0,51.98,26.96,26.96
2020-04-18,0.01968503937007874,0.0,0.0,57.92,26.96,46.94
2020-04-19,0.0,0.0,0.0,53.06,26.96,33.08
2020-04-20,0.0,0.0,0.0,64.94,33.08,46.04
2020-04-21,0.01968503937007874,0.0,0.0,62.959999999999994,37.04,48.92
2020-04-22,0.0,0.0,0.0,64.04,35.96,37.94
2020-04-23,0.0,0.0,0.0,60.980000000000004,35.06,35.96
2020-04-24,0.2795275590551181,0.0,0.0,57.02,35.06,50.0
2020-04-25,0.07874015748031496,0.0,0.0,62.059999999999995,35.06,46.04
2020-04-26,0.3700787401574803,0.0,0.0,62.959999999999994,46.04,46.94
2020-04-27,0.31102362204724415,0.0,0.0,51.08,39.92,39.92
2020-04-28,0.0,0.0,0.0,60.980000000000004,35.96,41.0
2020-04-29,0.0984251968503937,0.0,0.0,51.08,35.96,46.04
2020-04-30,0.16929133858267717,0.0,0.0,69.98,44.96,53.96
2020-05-01,0.751968503937008,0.0,0.0,60.08,44.96,46.94
2020-05-02,0.0,0.0,0.0,62.059999999999995,44.06,44.96
2020-05-03,0.0,0.0,0.0,73.04,41.0,62.059999999999995
2020-05-04,0.46850393700787407,0.0,0.0,78.08,57.02,59.0
2020-05-05,0.0,0.0,0.0,71.06,44.06,44.96
2020-05-06,0.751968503937008,0.0,0.0,53.96,44.06,44.96
2020-05-07,0.0,0.0,0.0,55.04,33.98,35.06
2020-05-08,0.0,0.0,0.0,66.92,35.06,48.02
2020-05-09,0.14960629921259844,0.0,0.0,55.94,30.92,33.08
2020-05-10,0.0,0.0,0.0,48.02,32.0,39.02
2020-05-11,0.01968503937007874,0.0,0.0,64.94,39.02,44.06
2020-05-12,0.0,0.0,0.0,57.02,39.92,41.0
2020-05-13,0.0,0.0,0.0,60.980000000000004,33.98,35.96
2020-05-14,0.0,0.0,0.0,69.98,35.96,46.94
2020-05-15,0.011811023622047244,0.0,0.0,75.02,46.94,62.059999999999995
2020-05-16,0.0,0.0,0.0,87.08000000000001,62.059999999999995,64.94
2020-05-17,0.0,0.0,0.0,78.08,57.02,59.0
2020-05-18,0.0,0.0,0.0,69.08,53.96,57.02
2020-05-19,0.0,0.0,0.0,62.959999999999994,55.94,55.94
2020-05-20,0.0,0.0,0.0,64.94,46.94,48.02
2020-05-21,0.0,0.0,0.0,62.959999999999994,46.94,46.94
2020-05-22,0.27165354330708663,0.0,0.0,66.02,46.94,57.02
2020-05-23,0.6299212598425197,0.0,0.0,71.06,57.02,57.92
2020-05-24,0.0,0.0,0.0,82.94,55.04,60.980000000000004
2020-05-25,0.0,0.0,0.0,68.0,59.0,59.0
2020-05-26,0.0,0.0,0.0,75.92,53.96,57.02
2020-05-27,0.0,0.0,0.0,82.04,57.02,62.959999999999994
2020-05-28,0.05905511811023623,0.0,0.0,77.0,62.959999999999994,68.0
2020-05-29,0.07874015748031496,0.0,0.0,84.91999999999999,64.04,64.04
2020-05-30,0.20866141732283466,0.0,0.0,86.0,59.0,60.08
2020-05-31,0.0,0.0,0.0,82.04,46.94,48.02
2020-06-01,0.0,0.0,0.0,75.02,39.02,51.98
2020-06-02,0.0,0.0,0.0,75.92,44.06,53.96
2020-06-03,0.0,0.0,0.0,84.91999999999999,53.96,55.94
2020-06-04,0.0,0.0,0.0,95.0,55.94,64.94
2020-06-05,0.9212598425196851,0.0,0.0,91.03999999999999,64.94,68.0
2020-06-06,0.9212598425196851,0.0,0.0,89.96000000000001,64.94,66.92
2020-06-07,0.0,0.0,0.0,89.06,55.04,55.04
2020-06-08,0.0,0.0,0.0,82.04,50.0,50.0
2020-06-09,0.0,0.0,0.0,80.96,50.0,55.94
2020-06-10,0.0,0.0,0.0,91.03999999999999,55.94,71.06
2020-06-11,0.0984251968503937,0.0,0.0,91.03999999999999,64.94,71.06
2020-06-12,0.0,0.0,0.0,84.02,53.06,57.02
2020-06-13,0.0,0.0,0.0,87.08000000000001,48.92,62.959999999999994
2020-06-14,0.0,0.0,0.0,77.0,57.02,57.02
2020-06-15,0.0905511811023622,0.0,0.0,68.0,50.0,53.06
2020-06-16,0.0,0.0,0.0,75.02,53.06,57.02
2020-06-17,0.0,0.0,0.0,73.94,57.02,60.08
2020-06-18,0.5708661417322834,0.0,0.0,71.96,59.0,64.04
2020-06-19,0.03149606299212599,0.0,0.0,80.06,60.980000000000004,64.94
2020-06-20,0.03149606299212599,0.0,0.0,80.96,59.0,60.980000000000004
2020-06-21,2.6417322834645667,0.0,0.0,82.04,60.08,62.959999999999994
2020-06-22,0.01968503937007874,0.0,0.0,84.91999999999999,62.059999999999995,66.02
2020-06-23,0.31102362204724415,0.0,0.0,89.06,60.980000000000004,64.94
2020-06-24,0.12992125984251968,0.0,0.0,89.06,60.980000000000004,66.02
2020-06-25,0.0,0.0,0.0,84.02,60.980000000000004,68.0
2020-06-26,0.0,0.0,0.0,84.02,55.94,59.0
2020-06-27,0.0,0.0,0.0,89.06,59.0,69.98
2020-06-28,0.03149606299212599,0.0,0.0,91.03999999999999,66.92,69.08
2020-06-29,0.0,0.0,0.0,84.02,68.0,71.06
2020-06-30,0.0,0.0,0.0,89.96000000000001,62.959999999999994,62.959999999999994
2020-07-01,0.16141732283464566,0.0,0.0,89.96000000000001,62.959999999999994,64.04
2020-07-02,0.01968503937007874,0.0,0.0,87.08000000000001,60.08,64.94
2020-07-03,0.0,0.0,0.0,89.96000000000001,62.059999999999995,68.0
2020-07-04,0.0,0.0,0.0,95.0,64.94,66.02
2020-07-05,0.0,0.0,0.0,93.02,66.02,66.92
2020-07-06,0.0984251968503937,0.0,0.0,93.02,64.94,69.08
2020-07-07,0.0,0.0,0.0,95.0,68.0,69.08
